Timestamp,USD_to_LKR
2026-02-02 02:06:41,311.7213
2026-02-02 02:54:25,311.6933
2026-02-02 11:59:20,311.2575
2026-02-02 13:13:22,311.2854
2026-02-03 01:12:44,309.976
2026-02-03 15:42:07,310.9822
2026-02-03 23:16:39,309.352
2026-02-03 23:17:06,309.352
2026-02-03 23:22:27,309.3805
2026-02-03 23:26:16,309.352
2026-02-03 23:27:10,309.352
2026-02-03 23:29:16,309.3805
